Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-11-25,"Which is Which",5.11c,"Hard but very doable start, with a 5star rest afterward. Clipping anchors was tough too. ",https://www.mountainproject.com/route/113440070/which-is-which,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Shady Grove",2.0,-1,Lead,Fell/Hung,Sport,,70,5200
2022-11-25,"Who is Who",5.11d,"Fav route here. Lots of right heel hooks. I laid down on a ledge while jack laid down on a ledge.",https://www.mountainproject.com/route/113237108/who-is-who,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Shady Grove",2.5,-1,,,Sport,,,5500
2022-11-25,"Far From God",5.12b,"Started first on this, thinking itd be good to put the static camera line on. Then i took pics for like 45 min on the static.",https://www.mountainproject.com/route/106912616/far-from-god,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Shady Grove",3.6,-1,Lead,Fell/Hung,Sport,,80,6900
2022-11-25,"Crucify Me",5.11c,"Thought it a lil tough. Sharp small jugs.",https://www.mountainproject.com/route/107062126/crucify-me,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Shady Grove",3.0,-1,Lead,Fell/Hung,Sport,,70,5200
2022-11-25,"Girls Gone Wild..WOO!",5.10d,"Raced jack on crucify me, with pitstops. Won by a turtle’s hair.",https://www.mountainproject.com/route/106702996/girls-gone-wildwoo,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Shady Grove",2.9,-1,Lead,Fell/Hung,Sport,,60,3500
2022-11-23,"Too Many Puppies",5.12a,"Pretty hard. Jack climbed it so much more tactfully than me.",https://www.mountainproject.com/route/105893624/too-many-puppies,1,"Kentucky > Red River Gorge > Northern Gorge > Left Flank",3.6,3,Lead,Fell/Hung,Sport,5.12c,60,6600
2022-11-23,"To Defy The Laws Of Tradition",5.10a,"Hard 10a. Dangerously slick starting holds. Special hold is not even square. ",https://www.mountainproject.com/route/105860648/to-defy-the-laws-of-tradition,1,"Kentucky > Red River Gorge > Northern Gorge > Left Flank",3.3,0,Lead,Onsight,Sport,5.10c/d,60,2600
2022-11-12,Sixish,5.5,"w HB. HB murdered a bug.",https://www.mountainproject.com/route/105968658/sixish,3,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.9,-1,Lead,,Trad,,200,1500
2022-11-12,"The Ceiling",5.6,"w HB. Indeed, placing the 0.4 in the downward facing crack before the roof is satisfying. ",https://www.mountainproject.com/route/105799687/the-ceiling,3,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",3.5,-1,,,Trad,,275,1600
2022-11-12,"Drunkard's Delight","5.8- PG13","w HB. The start of P1 when wet is a lil sketchy. Wouldn&#39;t recommend. ",https://www.mountainproject.com/route/105897523/drunkards-delight,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.0,-1,,,Trad,,180,2000
2022-10-16,Directissima,5.9,"Choosing directissima for P1 was a mistake because of rope drag and proximity to enduro man. I went all the way to the gt ledge, so i couldnt tell that my friends were struggling on enduro man. Wasted time and reduced stoke. ",https://www.mountainproject.com/route/105799563/directissima,2,"New York > The Gunks > The Trapps > i. High E",3.7,-1,Lead,,Trad,,120,2400
2022-10-16,"High Exposure",5.6,"P1 on directissima. Lost rock paper scissors to Dat and Focus and they climbed p2 before us. ",https://www.mountainproject.com/route/105798994/high-exposure,2,"New York > The Gunks > The Trapps > i. High E",3.8,3,Lead,,Trad,,250,1600
2022-10-16,"The Last Will Be First",5.6,"Fun juggy roof section after gt ledge. Ends at rap station. Great to take noobs up. But otherwise, 2 stars",https://www.mountainproject.com/route/105950518/the-last-will-be-first,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.0,2,Lead,,Trad,,230,1600
2022-10-16,"Cascading Crystal Kaleidoscope (CCK)","5.8 PG13","w/ EB and HB, P1 is enjoyable but forgettable. P2 is a waste no matter what you do, either you link with P3 and miss the photo-op, or you climb one of two very short pitches to the corner.",https://www.mountainproject.com/route/105801065/cascading-crystal-kaleidoscope-cck,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.8,-1,Lead,,Trad,,250,2100
2022-10-09,"Loose Goose",5.6,"Merely fine. Did in 3 quick pitches. I stopped P1 at the tree with an anchor, but should have continued up to GT ledge. P2 was a straight shot jug haul. Had a long hike back because i missed the trail along the cliff and hime all the way back to road and then around. Should have brought the 80m today! Would have allowed rapping down alphonse at least. Note, next time i come to Nears. Bring double 60s to avoid hike.",https://www.mountainproject.com/route/105811307/loose-goose,3,"New York > The Gunks > The Near Trapps > b. Gelsa to Moe (closure)",2.3,1,Lead,,Trad,,200,1600
2022-10-08,"Yellow Belly","5.8+ PG13","Linked 1-2. In between ridge and alphonse, theres a lonely dihedral. P1 is fun, but then once on top of the pillar to start p2, there is no placement for 20ft of 5.9 climbing.
Fun expose roof pull to start P3, then placed my pulley at top of P3 and traversed to anchor at top of Alphonse.
Note, walking from top of Alphonse is almost always faster than rapping.",https://www.mountainproject.com/route/105799501/yellow-belly,3,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",2.7,2,Lead,,Trad,"5.9 R",160,2200
2022-10-08,Alphonse,5.8,"Did in single pitch with 50m rope. Had a bit of rope drag, not too bad tho. The juggy traverse puts a smile on everyones face.",https://www.mountainproject.com/route/105815363/alphonse,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.3,-1,Lead,,Trad,,150,2100
2022-10-08,"Yellow Ridge",5.7,"First route of day. Got lost a bit because I accidentally got it in my mind that i was climbing YumYumYabYum. So needless to day, my topo didnt make any sense at all, lol. ",https://www.mountainproject.com/route/105799421/yellow-ridge,3,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.6,-1,Lead,,Trad,,200,1800
2022-09-24,"Standard (West Fins)",5.3,"bach-crew 30ppl!
",https://www.mountainproject.com/route/106674255/standard-west-fins,1,"Utah > Southeast Utah > Arches National Park > Elephant Butte",3.5,-1,,,Trad,,1100,1300
2022-09-24,"Stolen Chimney","5.10 A0","Climbed in the dark on a clear moonless night after stargazing with eric tom kels jack. 1040pm start, 130am topout, 3am back to car.
Couldnt see anything but the stars, would have been way better with the moon out. While belaying in the darkness, I was sad.",https://www.mountainproject.com/route/105717310/stolen-chimney,4,"Utah > Southeast Utah > Fisher Towers > Ancient Art",3.7,3,Lead,,"Trad, Aid",,,3000
2022-09-23,"Dirty Harry Sends the Gnar",5.10b/c,"Fun knee bar start. Also. A fun alternative start to the right. But fairly stiff for a 5.10. ",https://www.mountainproject.com/route/120002985/dirty-harry-sends-the-gnar,1,"Utah > Southeast Utah > River Road > Take-Out Beach > The Stage",2.3,1,Lead,Onsight,Sport,,75,3100
2022-09-23,"Life Is A Banquet",5.10c/d,"Tricky arete. Was difficult to climb quickly, the best hold was always hiding.",https://www.mountainproject.com/route/120424692/life-is-a-banquet,1,"Utah > Southeast Utah > River Road > Take-Out Beach > The Theater",3.0,2,Lead,Onsight,Sport,,60,3400
2022-09-23,"An Overflow of Good",5.11b,"Sam took some great photos. Was climbing with about 12ppl attending Oak and Annies bach party. This climb was the best i climbed at the crag, long, wandering, reachy. The top used hold to the left that took the prize 5star rating away tho.",https://www.mountainproject.com/route/112556994/an-overflow-of-good,1,"Utah > Southeast Utah > River Road > Take-Out Beach > The Theater",3.3,3,Lead,,Sport,,90,4900
2022-09-20,"North Chimney",5.9,"This routes has seen a lot of traffic. Many polished foot holds. I didnt feel solid most of the first 2 pitches. Loved that i could hear JackKelsTom through the crack system on the other side on Kor-ingolls. 
Rappel on the north face was vfun! ",https://www.mountainproject.com/route/105717307/north-chimney,4,"Utah > Southeast Utah > Castle Valley > Castleton Tower",3.6,2,Lead,,Trad,,400,2400
2022-09-19,"Wild Works of Fire","5.10 R","Some new friends were spent on this as we were leaving and i offered to retrieve gear. Another perfect hand crack! ",https://www.mountainproject.com/route/105717886/wild-works-of-fire,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",2.9,2,Lead,,Trad,,80,3000
2022-09-19,"Bongo Flake",5.10-,"Was nice to have 6 for this. Linked the climb with the one below. Left draws up all day until jack went up later. ",https://www.mountainproject.com/route/107241541/bongo-flake,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",2.7,3,Lead,Onsight,Trad,,90,2700
2022-09-19,"Supercrack of the Desert (aka Luxury Liner)",5.10,"Ondra onsighted this. So did I. So basically, I&#39;m Ondra. XP ",https://www.mountainproject.com/route/105717364/supercrack-of-the-desert-aka-luxury-liner,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.8,4,Lead,Onsight,Trad,,,3000
2022-09-19,"Incredible Hand Crack",5.10,"Did this after supercrack and i was feeling weak at the crux here just before the overhang. Fav climb of the day.",https://www.mountainproject.com/route/105717367/incredible-hand-crack,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",3.8,4,Lead,Onsight,Trad,,100,3000
2022-09-19,"Twin Cracks",5.8+,"Linked this with Bongo flake. Link em! Doing only twin cracks would have felt like only doing half a route.",https://www.mountainproject.com/route/105717445/twin-cracks,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",2.5,1,,,Trad,,40,2200
2022-09-19,"Triple Jeopardy",5.8,"Hilariously tight chimney. Eric got stuck. Vfun. Got to the top of pillar and spun 720 looking for the chains.",https://www.mountainproject.com/route/105717421/triple-jeopardy,1,"Utah > Southeast Utah > Indian Creek > Supercrack Buttress",2.4,4,Lead,,Trad,,50,2100
2022-09-18,"The Naked and Dead","5.10 PG13","Was stoked to hop on as soon as we parked. Sun didnt look too bad, everybody else was hoarding to supercrack. First climb in the creek! Fun knee bar beta can get you a rest anywhere in 2nd half. Linked P1/2 for an long climb. 70m required",https://www.mountainproject.com/route/105717673/the-naked-and-dead,2,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",2.3,4,Lead,Onsight,Trad,,,3000
2022-09-18,"Binou's Crack",5.8+,"I def got the beta wrong. Made it feel pretty stiff. Climbed just before mr peanut to clean the rope off it. The crack felt like the wrong size everywhere. ",https://www.mountainproject.com/route/105717346/binous-crack,1,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",2.7,2,,,Trad,,,2200
2022-09-18,"Chocolate Corner",5.9+,"Amazing and consistent crack climb. 3 #1 and 2 #0.75 is all it took. Had to find stances and work some slopy feet and a mantle. Sun was beating us down, se we left early at 4pm",https://www.mountainproject.com/route/105717349/chocolate-corner,1,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",3.0,4,Lead,Onsight,Trad,,50,2500
2022-09-18,"Mr. Peanut",5.10+,"Was stoked about this from the ground. Didnt know what it was, but was hoping the use the offwidth roof. But turns put the crack to the left of it is the way to go. I struggled with arm bar beta, while jack figured out he could chimney it.",https://www.mountainproject.com/route/105886700/mr-peanut,1,"Utah > Southeast Utah > Indian Creek > Donnelly Canyon",3.0,4,Lead,Onsight,Trad,,60,3300
2022-07-17,[Redacted],5.11d,"A stimulating climb with many options to choose from when searching for the easiest beta. Holds were wet near the top and I was tired from yesterday adventures. ",https://www.mountainproject.com/route/105959522/redacted,1,"International > North America > Canada > British Columbia > Sea to Sky (Squamish to Whistler) > Chek > Forgotten Wall",3.7,-1,Lead,Fell/Hung,Sport,,50,5500
2022-06-24,"Open Face Slab",5.7,"In dark with the fireflies and Ewic. Anna and Raph left early and I will never forgive them for not enjoying the fireflies. ",https://www.mountainproject.com/route/108125830/open-face-slab,1,"Pennsylvania > Southeastern Lowlands > Ralph Stover State Park (High Rocks) > h. Open Face",2.8,-1,TR,,"Sport, TR",,100,1800
2022-06-24,"Crummy Rotten Crack","5.10b R","fun. Lead is definitely sketch tho, so I cheated just to set it up by going around the arete. Wouldn&#39;t recommend leading it. But not really sure how else you&#39;re gonna get to the anchors...
Raf, Anna, and Eric were stumped at the overhang. ",https://www.mountainproject.com/route/106164211/crummy-rotten-crack,1,"Pennsylvania > Southeastern Lowlands > Ralph Stover State Park (High Rocks) > d. Tango Wall",2.2,-1,TR,,Trad,,100,2900
2022-06-24,Neanderthal,5.9,"Finally didn&#39;t lead it. lol, I appreciate it a bit more on TR. without the cams in the way, and since I couldn&#39;t really pull due to my finger injury, I used my feet in the crack. It is a very unique sequence for a 5.8+",https://www.mountainproject.com/route/106135073/neanderthal,2,"Pennsylvania > Southeastern Lowlands > Ralph Stover State Park (High Rocks) > c. Neolithic Wall",2.9,-1,TR,,Trad,,105,2400
2022-06-05,"The Lorax",V3+,"my RH only did 3 hand jams and didn&#39;t touch any other holds to protect my pulley. was nice to climb something that didn&#39;t requre the use of my RH fingers.",https://www.mountainproject.com/route/106515862/the-lorax,1,"New York > The Gunks > Trapps Bouldering > Steel Bridge Boulders",3.1,-1,Flash,,Boulder,,8,20310
2022-06-05,"Bonnie's Roof",5.9,"w/ Megan and John. Was a little extra spicy to climb without using my RH much. ",https://www.mountainproject.com/route/105801433/bonnies-roof,2,"New York > The Gunks > The Trapps > i. High E",3.9,-1,Lead,,Trad,,250,2400
2022-06-04,"Bone Hard","5.12b R","I popped my A4 pulley after a long day of climbing on the first crux 15 feet off the ground. ",https://www.mountainproject.com/route/111476310/bone-hard,1,"New York > The Gunks > The Trapps > l. Sleepy Hollow",3.9,-1,TR,,Trad,,80,6900
2022-06-04,"Wegetables I've Never Seen Before",5.10a,"I told jack the first 20 ft was hard protect. So he just didn&#39;t protect it, lol. ",https://www.mountainproject.com/route/106395393/wegetables-ive-never-seen-before,1,"New York > The Gunks > The Trapps > l. Sleepy Hollow",3.4,2,Follow,,Trad,,,2600
2022-06-04,"10,000 Restless Virgins",5.10d,"followed Jack. having just climbed Nurse&#39;s Aid, Face to Face, and then Wegetables, this climb is 5.10a G. Great climb tho.",https://www.mountainproject.com/route/105799068/10000-restless-virgins,1,"New York > The Gunks > The Trapps > l. Sleepy Hollow",3.7,3,,,Trad,5.10a,100,3500
2022-06-04,"Face to Face",5.10b,"w Jack. Oof the UNSEND. I fell at the crux after the roof at the start of P3. I cant believe I onsighted this with the rope drag last time. Took a nasty whip. ppl on Clods encouraged me. ",https://www.mountainproject.com/route/106089261/face-to-face,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.6,3,Lead,,Trad,,270,2900
2022-06-04,"Nurse's Aid","5.10c R","W jack. Less headey on the follow.

Jack climbed the second pitch different that me last time, by trying to hand traverse. (Last time I stepped left into the roof and debated going left)",https://www.mountainproject.com/route/105799082/nurses-aid,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.7,-1,,,Trad,,150,3200
2022-05-07,"VMC Direct Direct",5.10+,"W jack Lead P2 and P4
P2 I placed every small piece I had. Coulda used 5 0.2s on this pitch. Took a whip at the wet crux
P3 techy dihedral
P4 heady move onto the face
The rest of the climb was wet and looked like a great way to get hurt. I don't think we missed too much tho. Plus, we gotta go catch Tom and Eric!",https://www.mountainproject.com/route/106028120/vmc-direct-direct,4,"New Hampshire > *Cannon Cliff > 3. Big Wall",3.9,-1,Lead,,"Trad, Alpine",,800,3300
2022-05-07,"Whitney Gilman Ridge",5.7,"Jack and I swapped simul leads to catch up to Eric and Tom. Super speedy! Descent felt long with good vibes through the trees. Jack listened to Metallica. ",https://www.mountainproject.com/route/105872668/whitney-gilman-ridge,6,"New Hampshire > *Cannon Cliff > 1. Whitney-Gilman Area",3.7,-1,Lead,Onsight,"Trad, Alpine",,600,1800
2022-05-06,"Moby Grape","5.8 PG13","W Eric. I will remember every pitch. A classic.
Used 55meter rope. 
P1 I felt like I was running from my ankles because they were attacking me
P2 crawled with my pelvis 
P3 iron cross to finger was epic, but also unnecessary 
P4 Eric trusted me and dynod  1inch
P5 didn't findpro Until way after the boulder prob
P6 fun cave, but the very last 10m of slab was wet and sketch
P7 a stairbase
Easiest descent ever. Skirt the cliff. Don't go into pine trees.
",https://www.mountainproject.com/route/105884815/moby-grape,7,"New Hampshire > *Cannon Cliff > 4. Moby Grape Area",3.8,-1,Lead,Onsight,"Trad, Alpine",,800,2100
2022-04-21,Flaccid,5.10a,"First bolt is a bit high and above the hardest move on the route. But that&#39;s because the ledge fell. Just need a long stick clip. ",https://www.mountainproject.com/route/110562048/flaccid,1,"International > North America > Canada > Newfoundland and Labrador > Newfoundland > Avalon Peninsula > Flatrock > Main Face",2.6,3,Lead,,Trad,,40,2600
2022-04-21,"Spray Down",5.8,"Nice warm up. It slightly less choosy that it looks. ",https://www.mountainproject.com/route/110627079/spray-down,1,"International > North America > Canada > Newfoundland and Labrador > Newfoundland > Avalon Peninsula > Flatrock > Main Face",2.5,3,,,Sport,,50,2100
2022-04-21,"Size Matters Not","5.11a PG13","At the crux in between the 3/2 bolts, I think I went off route by going a few feet to the right. There's a hold going straight up that I didn't see until I was above it.",https://www.mountainproject.com/route/110562034/size-matters-not,1,"International > North America > Canada > Newfoundland and Labrador > Newfoundland > Avalon Peninsula > Flatrock > Main Face",2.0,2,Lead,,Sport,,40,4600
2022-04-21,"Cabbages and Kings",5.12c,"Disappointed that the arete 50ft up was not a part of the easiest sequence I found. Its a trap! Going straight up without even touching the arete was significantly easier. Sustained climbing that requires plenty of lateral movement. @kat, I did not remove your quicklink. ",https://www.mountainproject.com/route/115156242/cabbages-and-kings,1,"International > North America > Canada > Newfoundland and Labrador > Newfoundland > Avalon Peninsula > Flatrock > Main Face",2.0,2,Lead,Fell/Hung,Sport,,98,7200
2022-03-11,Horseman,5.5,"Another one. w Eric. Came up with Corwin and Angel today.",https://www.mountainproject.com/route/105799721/horseman,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.5,-1,,,Trad,,120,1500
2022-03-11,"Son of Easy O",5.8,"Still fun jiffy climbing. Or at least it is above the face climbing, hah. Still don't love the Rapp line which traverses to climbers left to Easy Overhang, but it isn't actually as bad as I remember.",https://www.mountainproject.com/route/105821512/son-of-easy-o,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.8,-1,,,Trad,,170,2100
2022-03-11,"Frog's Head",5.6,"Did the last bit above the GT ledge which was prolly off route. Had to do a little rap off a tree to get to anchors.",https://www.mountainproject.com/route/105799771/frogs-head,2,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.1,-1,,,Trad,,160,1600
2022-03-11,Maria,5.6,"A nice corner. But that 35+ traverse to the dihedral is so far! Also, the mtn proj pics are so confusing",https://www.mountainproject.com/route/105799774/maria,3,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.2,-1,,,Trad,,220,1600
2022-03-11,"Maria Direct",5.9+,"I think this was my first Gunks climb (in 2016 prolly) which is when I gave it 4 stars. Which tbh is ridiculous. It's like a 2 star pitch. The crux after the piton about 15 ft up requires a nice move with a drop knee with my beta. Eric wrestled up it.",https://www.mountainproject.com/route/105828994/maria-direct,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.4,4,,,Trad,5.9,60,2500
2021-11-28,Twinkie,5.12a,"On the third attempt. FeO / Fe2O3 ",https://www.mountainproject.com/route/106132213/twinkie,3,"Kentucky > Red River Gorge > Northern Gorge > Phantasia",3.8,4,,,Sport,,80,6600
2021-11-27,"Super Dario",5.11a,"4pm snuck up on me and I realized if only climbed 2 routes even though we got up at 7am. So I ran up this and Martin to make up for it as the sun went down. Most fun route of the day.",https://www.mountainproject.com/route/106121898/super-dario,1,"Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge",3.6,-1,,,Sport,,70,4600
2021-11-27,"Martin Rides Again",5.11d,"Heel to hand match was really fun. I was pumped after that move that and couldn't make the h of the crimps to the rail. Did as it was quickly getting too dark to climb while Susan raced to the top of Good Times.",https://www.mountainproject.com/route/107433601/martin-rides-again,1,"Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge",3.1,-1,,,Sport,,70,5500
2021-11-27,"No Return",5.9+,"Tom would have loved this route. He hiked today. Susan and Eric got on it and had a good time. Very varied crack climbing. Felt like boulder canyon.",https://www.mountainproject.com/route/105978349/no-return,1,"Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge",3.6,-1,,,Trad,,100,2500
2021-11-27,Inhibitor,5.11a,"First attempt I fell twice gettin into the offwidth. Was bummed I couldn't keep climbing because I got a core shot in rope due to deep #4 placement. Trimmed rope and got it second try after jack placed gear for me. ""What are you looking at!?""",https://www.mountainproject.com/route/105917957/inhibitor,2,"Kentucky > Red River Gorge > Northern Gorge > Eastern Sky Bridge Ridge",3.9,-1,Lead,Pinkpoint,Trad,,90,4600
2021-11-26,Pyrite,5.11c,"Last climb of day and got wrecked. William crushed this route and made it look easy. Nice face climb with sharp crimps. Eric got cold belaying me :(",https://www.mountainproject.com/route/118069176/pyrite,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",3.7,-1,,,Sport,,60,5200
2021-11-26,"Blue Eyed Honkey Jesus",5.12b,"3 attempts. Was close on the second. Mimi got a move farther than me with a growl, but we went home empty handed. Bit of forearm pump. Had all the encouragement from everyone though. ",https://www.mountainproject.com/route/106954396/blue-eyed-honkey-jesus,3,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",3.7,-1,Lead,Fell/Hung,Sport,,70,6900
2021-11-26,Pyrite,5.11c,,https://www.mountainproject.com/route/118069176/pyrite,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",3.7,-1,,,Sport,,60,5200
2021-11-26,"Blue Eyed Honkey Jesus",5.12b,,https://www.mountainproject.com/route/106954396/blue-eyed-honkey-jesus,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",3.7,-1,,,Sport,,70,6900
2021-11-26,"Broken Chicken Wing",5.9+,"1st climb of very cold morning. hands were cold. So cold that I finally thought that warming hands under shirt wasn't such a bad idea.",https://www.mountainproject.com/route/107669659/broken-chicken-wing,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",3.1,-1,,,Trad,,60,2500
2021-11-26,Rebar,5.11a,"Climbed on jacks placements. Smeary feet, but okay hands. Top out had a thorn bush that messed with Jack. So tore it up. Top was not moist. Clay is full of crap.",https://www.mountainproject.com/route/107080870/rebar,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",3.6,-1,Lead,Pinkpoint,Trad,,65,4600
2021-11-25,"Holy Grail",5.10d,"First route of trip. Easy 9 to a fun over hang. Great local for rain safe with variety of grades. Took risk hiking all the way out here without much info, but it was better than I hoped for!",https://www.mountainproject.com/route/114530429/holy-grail,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Camelot",3.5,-1,,,Sport,,70,3500
2021-11-25,Fubar,5.10+,"Didn't mean to climb it without much pro, but I ended up feeling solid and didn't take the time to sew it up as much as I should have. ",https://www.mountainproject.com/route/110295638/fubar,1,"Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Solar Collector/Gold Coast",2.8,-1,,,Trad,,60,3300
2021-11-25,"Hourglass Crack",5.11a,"Jack and Shawn talked this route up for me, but jack seemed coy about any details from his time on it last year. I had a heavy breathing adventure. Barely made it the first 30 ft, then talked a bunch of smack, and then barely made it past the wet chimney",https://www.mountainproject.com/route/112812121/hourglass-crack,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Fruit Wall",3.7,-1,,,Trad,,100,4600
2021-11-25,"The Knights who say B",5.11b,"Classic RRG. Jugs, over hung, optional knee bars and bat hangs. Climbed this with jack nearly within reach to my left on a similar route. He was pumped and I was giggling. ",https://www.mountainproject.com/route/114530460/the-knights-who-say-b,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Camelot",2.9,-1,,,Sport,,55,4900
2021-11-25,"Ecki Ptang Zoom Boing",5.11b,"Mikkel, jack, and I hoped on this. I think Tom wanted to give it a try but we ended up heading out. Everything, is at this crag in the same 30m radius and it is all protected from the rain!",https://www.mountainproject.com/route/114530451/ecki-ptang-zoom-boing,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Camelot",2.4,-1,,,Sport,,55,4900
2021-11-25,"She's a Witch",5.10a,"A thought start from the ground. But most of us started up on the boulder. I hung a static from Holy Grail and took pictures of peeps.",https://www.mountainproject.com/route/114530413/shes-a-witch,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Camelot",3.0,-1,,,Sport,,50,2600
2021-11-25,"See You on Thursday",5.8,"Susan's first red climb. Too easy for her, but unfortunately her hip is still hurting. Tom and Eric climbed to our left around the corner before the rain pushed us towards Holy Grail.",https://www.mountainproject.com/route/114530347/see-you-on-thursday,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Camelot",2.3,-1,,,Sport,,30,2100
2021-11-24,"Now We See the Violence Inherent in the System",5.9+,"Jack and I agreed that the side pull crux 10 ft off t ground was the most interesting climbing in the whole cove.",https://www.mountainproject.com/route/114530425/now-we-see-the-violence-inherent-in-the-system,1,"Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Camelot",2.6,-1,,,Trad,,45,2500
2021-10-24,Groovin',5.11d,"Still Love this climb. Lil bit of most things. Jugs, traverse, slopers, side pull, undercling, smears, crimps, heel hooks!",https://www.mountainproject.com/route/107331227/groovin,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > f. Big Wall",3.6,4,Lead,,Sport,,80,5500
2021-10-24,"Face O Meter",5.10a,"Repeat with Susan who was seeking vengeance on this climb. She was defeated in battle.",https://www.mountainproject.com/route/106381198/face-o-meter,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > d. Zorro Wall",2.4,-1,,,Sport,,,2600
2021-10-24,"Liken' the Lichen",5.7,"Climbed in sneakers after Ade stiffened up on it as her last climb of the day.",https://www.mountainproject.com/route/109526460/liken-the-lichen,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > d. Zorro Wall",1.5,-1,,,Sport,,,1800
2021-10-24,"Whimpering Wookie",5.6,"Susan climbed this route and liked the small lil edges",https://www.mountainproject.com/route/107297056/whimpering-wookie,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > c. Neophyte's Wall",2.2,-1,,,Sport,,,1600
2021-10-24,"Rain Check Direct",5.7+,"First day outside for Jess, Ade, and Mike. ",https://www.mountainproject.com/route/106931093/rain-check-direct,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > a. Main Wall",1.5,-1,,,Sport,,25,1900
2021-10-24,"Orange Sunshine",5.8,"Climbed in sneakers. 2 guys decked 2hrs apart over on the mainwall onto the same boulder",https://www.mountainproject.com/route/106381417/orange-sunshine,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > b. Orange Sunshine Wall",2.8,-1,,,Sport,,,2100
2021-10-24,"Jay's Route",5.10,"Climbed w Caroline's rope. 
Fixed my static rope and played with my ropeman ascender. Caroline said she liked legend of korra",https://www.mountainproject.com/route/106381423/jays-route,1,"Pennsylvania > Southeastern Lowlands > Birdsboro Quarry > b. Orange Sunshine Wall",2.7,-1,,,Sport,,,3000
2021-10-16,"Deaf is Beautiful",5.4,,https://www.mountainproject.com/route/106384695/deaf-is-beautiful,1,"Pennsylvania > Southeastern Lowlands > Ralph Stover State Park (High Rocks) > o. Chain Reaction Buttress",2.3,-1,Lead,,"Trad, TR",,75,1400
